id;money;avg_salary;sal_cat;cat_exp;last_job_diff_cat;save_date_diff_cat;kmeans
258302;180000;48972.812654473564;10.0;3;1;3;5
258323;30000;45014.542936288075;4.0;2;4;1;3
258326;28000;33389.95968008461;4.0;2;3;2;3
258382;40000;41728.15853658537;6.0;2;1;1;2
258404;30000;31314.524741901027;6.0;2;3;2;3
258428;35000;49571.71695955565;4.0;2;4;3;3
258461;40000;52888.65764828304;4.0;3;1;2;2
258471;45000;31460.526315789473;8.0;3;3;3;5
258481;33318;41395.31680440772;4.0;2;3;2;3
258518;80000;56815.4296875;8.0;3;3;3;5
258521;30227;38471.07438016529;4.0;2;3;3;3
258533;11227;16953.02305350152;4.0;1;1;1;1
258536;12000;16953.02305350152;4.0;1;1;1;1
258544;26522;31134.215500945178;6.0;3;3;3;4
258585;30982;39503.84733764235;4.0;3;3;3;3
258586;45000;31476.38448770183;8.0;3;2;3;4
258609;15489;15488.555628124856;6.0;1;1;1;1
258630;50000;15488.555628124856;10.0;2;3;3;5
258638;46840;63965.942891136234;4.0;3;3;3;3
258648;15489;15488.555628124856;6.0;1;1;1;1
258680;15489;15488.555628124856;6.0;1;1;1;1
258706;40000;16124.967160818163;10.0;3;5;1;5
258750;30000;34380.606764407035;6.0;3;5;3;5
258760;20000;45154.28571428572;2.0;2;3;1;2
258771;34277;46694.49695442134;4.0;3;3;3;3
258797;38733;51644.444444444445;4.0;3;3;1;3
258804;25000;44125.31149875401;4.0;3;3;2;3
258837;35000;34870.05414410662;6.0;3;3;3;4
258886;12191;18673.268484144304;4.0;1;1;1;1
258889;60000;40893.61188262288;10.0;3;3;2;5
258890;70000;80778.94518917239;6.0;3;5;1;4
258902;100000;80778.94518917239;8.0;3;3;2;4
258953;50000;45948.31665765279;6.0;2;2;3;3
258990;10965;17124.744462809922;4.0;2;1;3;2
259003;10965;17124.744462809922;4.0;1;1;1;1
259006;50000;45948.31665765279;6.0;2;3;3;4
259032;35000;46730.19465821639;4.0;2;3;3;3
259038;15000;45948.31665765279;2.0;3;5;3;3
259069;41232;64901.72496570645;4.0;2;3;3;3
259120;30000;41684.97587414899;4.0;1;3;1;2
259149;25000;34587.39595719382;4.0;3;3;2;3
259152;40978;58343.21189413265;4.0;2;4;3;3
259158;43215;53503.628117913824;4.0;2;3;3;3
259160;100000;53503.628117913824;10.0;2;3;3;5
259194;50000;39588.62296219216;8.0;1;3;3;4
259208;44485;67176.6250590851;4.0;2;3;1;2
259217;15000;22178.389428119215;4.0;1;1;1;1
259229;30167;37164.3897996357;4.0;2;3;2;3
259272;80000;86123.10444444446;6.0;3;4;3;4
259308;33618;47773.54570637118;4.0;2;4;3;3
259317;30000;22830.788897005114;8.0;1;1;1;3
259380;25000;37328.72885309749;4.0;2;1;2;2
259393;70000;37328.72885309749;10.0;3;2;3;5
259404;60000;33474.51548229004;10.0;3;4;3;5
259423;30000;37328.72885309749;4.0;2;3;3;3
259443;20000;40042.152767319414;2.0;2;3;1;2
259450;31010;39656.527366863906;4.0;2;3;3;3
259453;40000;46679.188712522046;6.0;3;3;1;3
259454;30000;40042.152767319414;4.0;2;3;3;3
259462;31544;41059.24008599838;4.0;3;1;1;2
259476;30000;41827.75390625;4.0;3;3;2;3
259530;30000;40042.152767319414;4.0;3;3;3;3
259531;40000;53426.0;4.0;3;5;1;3
259534;50000;46679.188712522046;6.0;3;5;1;4
259577;50000;36066.666666666664;8.0;2;3;3;4
259658;26639;32923.67768595041;4.0;3;1;3;3
259659;35921;46645.73129146258;4.0;2;3;1;2
259696;30586;41133.17479191439;4.0;2;4;1;3
259703;25173;32557.511111111115;4.0;3;3;3;3
259704;30000;32557.511111111115;6.0;2;3;1;3
259729;25000;46645.73129146258;2.0;3;5;1;3
259735;23000;32923.67768595041;4.0;3;3;2;3
259766;45000;29623.01496598639;10.0;2;3;3;5
259774;13786;20608.375401662048;4.0;1;1;1;1
259784;35000;35155.188590729966;6.0;2;4;3;4
259788;25000;38985.65938961906;4.0;2;3;1;2
259791;30000;20608.375401662048;10.0;1;1;1;3
259801;35000;39554.328922495275;6.0;2;2;2;3
259823;23564;29623.01496598639;4.0;2;3;3;3
259860;100000;38418.282548476454;10.0;2;3;3;5
259900;21322;29574.8234375;4.0;3;3;3;3
259902;20000;18905.042500000003;6.0;2;4;1;3
259967;33221;45731.83154799412;4.0;2;1;2;2
259972;44794;66959.82569879902;4.0;3;5;3;4
259982;28679;34663.5256888889;4.0;3;5;1;3
259983;12859;19439.779774927363;4.0;1;1;1;1
260000;20000;38656.97830338629;2.0;2;3;2;2
260006;35000;39703.99545190928;6.0;3;3;1;3
260015;25000;43718.4;4.0;3;3;3;3
260022;20000;34022.717375526205;4.0;2;4;3;3
260026;28571;36734.69387755102;4.0;3;3;3;3
260029;24000;32000.0;4.0;3;5;3;4
260032;27951;38647.76710867246;4.0;2;3;3;3
260044;25000;25143.24737155326;6.0;3;3;3;4
260045;20000;38647.76710867246;2.0;3;5;3;3
260046;30885;42783.66030636926;4.0;3;2;3;3
260050;24000;32000.0;4.0;3;1;1;2
260075;11818;17839.94490358127;4.0;1;1;1;1
260082;25000;34022.717375526205;4.0;2;4;1;3
260097;26144;33914.830119375576;4.0;2;4;3;3
260111;24900;30311.333333333332;4.0;3;5;3;4
260123;33237;43097.78601108032;4.0;2;3;3;3
260129;40000;46304.98145956608;6.0;3;5;1;4
260136;35000;29767.78162245291;8.0;2;3;2;4
260148;25000;44126.92408186965;4.0;2;1;2;2
260152;25000;43097.78601108032;4.0;2;3;3;3
260158;46517;67423.30513824013;4.0;2;4;3;3
260179;30000;44126.92408186965;4.0;2;3;2;3
260181;50000;44133.78099173554;6.0;3;5;3;5
260188;32995;43022.84726353361;4.0;3;2;3;3
260191;36921;51186.28140408162;4.0;2;3;3;3
260231;40000;40728.37829599147;6.0;2;3;3;4
260241;38373;49646.32832200198;4.0;2;3;3;3
260321;130000;35754.00498398006;10.0;3;3;3;5
260328;25000;38993.36076817558;4.0;1;3;3;3
260338;70000;36375.0;10.0;3;4;3;5
260402;20000;16563.560047837662;8.0;1;1;1;3
260405;30000;38993.36076817558;4.0;3;1;1;2
260424;13790;13790.02849002849;6.0;1;1;1;1
260429;28800;37440.0;4.0;3;5;3;4
260437;20417;30625.000000000004;4.0;2;3;3;3
260445;38520;44683.2;6.0;3;3;2;4
260466;80000;48166.18379357175;10.0;3;3;3;5
260471;50000;39204.15224913495;8.0;2;3;3;4
260478;47979;61759.846084201;4.0;3;2;3;3
260491;30000;29341.94444444444;6.0;3;3;3;4
260525;30000;19255.322204047996;10.0;1;1;1;3
260584;40219;56895.68828078525;4.0;3;3;1;3
260596;45000;36758.31443688587;8.0;2;3;3;4
260599;30000;30466.68289911533;6.0;2;3;1;3
260636;30000;45117.1875;4.0;2;3;3;3
260675;40000;65416.00920447074;4.0;2;3;2;3
260687;17751;26746.807939342303;4.0;2;3;3;3
260717;60000;43075.38296156947;8.0;3;5;3;5
260719;70000;59529.82966501137;8.0;3;3;3;5
260740;53268;74194.51530612246;4.0;3;1;1;2
260752;38868;51681.801714768735;4.0;3;3;3;3
260763;18777;28425.398860072793;4.0;1;1;1;1
260764;50000;57294.47244094488;6.0;2;2;3;3
260768;53268;74194.51530612246;4.0;3;3;3;3
260825;53268;74194.51530612246;4.0;3;3;3;3
260849;70000;35540.12345679013;10.0;3;3;1;5
260860;35000;41381.57034354409;4.0;2;2;3;3
260882;25000;35437.5;4.0;3;5;3;4
260888;25000;41381.57034354409;4.0;2;1;1;2
260957;100000;81764.86338336988;8.0;3;5;3;5
260964;50000;94328.60848725063;2.0;3;4;1;2
261003;100000;59391.197291474295;10.0;3;5;3;5
261011;21961;32982.58645613255;4.0;3;2;3;3
261021;50000;53279.085872576165;6.0;2;3;3;4
261031;100000;76263.48544429203;8.0;3;2;3;4
261040;90000;52479.166666666664;10.0;3;3;3;5
261060;30000;44907.02479338843;4.0;3;5;3;4
261069;35000;52479.166666666664;4.0;2;3;3;3
261124;40000;19740.405977977156;10.0;1;1;1;3
261136;45000;39329.318999999996;6.0;2;4;1;3
261140;40000;42576.54700661428;6.0;2;3;3;4
261154;25000;19740.405977977156;8.0;2;3;3;4
261172;60000;31044.64285714286;10.0;2;3;1;4
261173;35000;33866.305705955856;6.0;3;4;3;4
261189;34205;41978.305785123965;4.0;2;1;3;2
261192;40000;33389.95968008461;8.0;3;3;2;4
261201;34181;45503.7890625;4.0;3;5;3;4
261203;35000;45503.7890625;4.0;3;3;2;3
261230;50000;45503.7890625;6.0;3;5;3;5
261237;14518;21592.537893074863;4.0;1;1;1;1
261245;30000;43723.865877712036;4.0;3;5;2;4
261251;50000;44716.4461247637;6.0;2;3;2;3
261257;33333;45555.55555555555;4.0;1;1;1;1
261259;32683;41728.15853658537;4.0;2;3;3;3
261266;35188;46183.59375;4.0;3;5;3;4
261273;36087;44716.4461247637;4.0;2;4;3;3
261319;65000;44668.998830906574;10.0;2;3;2;5
261376;26000;41395.31680440772;4.0;2;3;2;3
261392;27407;39588.477366255145;4.0;3;3;3;3
261401;25000;39503.84733764235;4.0;2;4;3;3
261408;40000;46155.009451795835;6.0;3;3;3;4
261422;11227;16953.02305350152;4.0;1;1;1;1
261425;26000;34954.1015625;4.0;2;1;1;2
261458;27281;34954.1015625;4.0;3;2;3;3
261462;40000;63475.76530612245;4.0;2;4;1;3
261493;25000;27187.5;6.0;3;3;1;3
261520;20000;15488.555628124856;8.0;1;3;3;4
261525;15489;15488.555628124856;6.0;1;1;1;1
261540;55000;45151.6633010947;8.0;3;2;1;4
261580;34216;45151.6633010947;4.0;3;5;3;4
261587;50000;31584.0;10.0;3;1;2;4
261589;30000;50113.53550295858;4.0;3;1;2;2
261598;60000;45080.0;8.0;3;1;3;4
261606;60000;50113.53550295858;8.0;3;3;1;4
261611;25000;50113.53550295858;2.0;1;1;1;1
261614;32577;50113.53550295858;4.0;2;3;1;2
261619;24404;30079.20447074293;4.0;3;5;3;4
261656;120000;67780.71833648393;10.0;3;5;3;5
261691;50000;31546.753543667128;10.0;2;2;3;5
261704;100000;40873.69759367631;10.0;3;1;1;4
261723;25451;31546.753543667128;4.0;2;3;2;3
261735;30000;47133.04826817558;4.0;2;3;3;3
261770;39308;47133.04826817558;4.0;3;4;2;3
261785;26000;37399.327181853136;4.0;2;4;1;3
261823;36098;46948.61171439072;4.0;2;4;3;3
261847;65000;64300.58850158442;6.0;2;1;3;3
261875;33044;39975.06246281975;4.0;3;5;3;4
261888;13625;20952.085625000003;4.0;3;5;3;4
261894;30000;40523.373220368594;4.0;2;3;3;3
261929;39283;56475.60465508518;4.0;1;1;1;1
261976;60000;41684.97587414899;8.0;2;2;3;4
261987;60000;37164.3897996357;10.0;2;3;2;5
262044;40000;46683.403688280785;6.0;2;4;3;4
262069;30167;37164.3897996357;4.0;2;3;3;3
262105;36435;44531.89300411522;4.0;2;2;3;3
262112;28667;36857.142857142855;4.0;2;3;3;3
262136;120000;86123.10444444446;8.0;3;1;3;4
262139;40000;58652.64462809917;4.0;3;5;3;4
262161;44711;63186.25776927806;4.0;3;3;3;3
262169;45000;86123.10444444446;2.0;2;1;3;2
262233;45000;37328.72885309749;8.0;3;2;2;4
262257;30358;42726.10882487426;4.0;3;5;3;4
262272;39396;52816.08501388721;4.0;2;4;3;3
262304;40000;40859.01186768792;6.0;3;5;3;5
262314;40000;40042.152767319414;6.0;3;3;3;4
262320;25000;35280.355435370475;4.0;3;5;3;4
262329;60000;46679.188712522046;8.0;3;3;1;4
262346;25000;39542.35664683452;4.0;1;3;2;2
262358;30000;46679.188712522046;4.0;2;3;3;3
262398;10378;16405.274202271496;4.0;1;1;1;1
262413;55555;36675.800842221644;10.0;2;3;1;4
262423;35000;16405.274202271496;10.0;1;1;1;3
262430;15000;34544.4944598338;2.0;2;4;1;2
262436;20000;43212.38425925926;2.0;2;3;3;2
262440;40000;36066.666666666664;6.0;2;2;1;3
262449;40000;40510.56014692378;6.0;2;3;2;3
262503;11176;17357.721377786118;4.0;1;1;1;1
262535;35000;32159.575811134953;6.0;2;3;3;4
262538;40000;42493.23621227887;6.0;3;3;3;4
262539;60000;48296.875;8.0;3;2;2;4
262541;20000;46645.73129146258;2.0;3;3;1;2
262584;50000;43639.66451767394;6.0;2;4;3;4
262588;30000;35280.355435370475;6.0;3;4;1;4
262606;40000;29623.01496598639;8.0;3;5;3;5
262663;70000;38985.65938961906;10.0;3;3;3;5
262670;50000;44085.9375;6.0;3;3;2;4
262675;30000;29623.01496598639;6.0;3;5;3;5
262697;30000;42205.7682577163;4.0;2;2;3;3
262714;30000;39703.99545190928;4.0;3;3;3;3
262749;25000;28874.409972299163;6.0;2;3;3;4
262774;32505;38656.97830338629;4.0;2;4;1;3
262805;60000;38647.76710867246;10.0;3;5;3;5
262823;80000;46846.60037624294;10.0;3;3;3;5
262835;40000;33914.830119375576;8.0;3;3;3;5
262872;30885;42783.66030636926;4.0;3;1;1;2
262894;50000;49194.26041103299;6.0;2;2;3;3
262906;30000;30311.333333333332;6.0;3;1;1;3
262926;14041;21421.818240288136;4.0;1;1;1;1
262941;28555;36811.97285899654;4.0;3;2;3;3
262977;60000;44126.92408186965;8.0;2;1;2;3
262990;30000;41379.173553719;4.0;3;5;3;4
263024;30000;31996.628511966705;6.0;3;1;3;3
263068;35000;41379.173553719;4.0;2;4;3;3
263071;12902;19339.907955292576;4.0;1;1;1;1
263081;50000;32999.54730647351;10.0;2;4;3;5
263126;35000;32277.74234693878;6.0;3;5;3;5
263135;25000;38993.36076817558;4.0;3;1;3;3
263149;20059;29498.269896193768;4.0;3;3;3;3
263193;50000;62384.193932183225;4.0;3;3;3;3
263222;31312;38378.28755657511;4.0;3;5;3;4
263228;30000;38378.28755657511;4.0;3;3;1;3
263234;13790;13790.02849002849;6.0;1;1;1;1
263235;20000;31097.608024691363;4.0;3;4;2;3
263245;20000;19255.322204047996;6.0;2;3;3;4
263262;30000;41070.72726145453;4.0;2;3;1;2
263275;30000;38164.09300157334;4.0;2;1;1;2
263291;50000;48811.466942148756;6.0;3;3;3;4
263329;34074;41015.08916323731;4.0;2;3;3;3
263345;70000;59529.82966501137;8.0;2;3;3;4
263351;80000;50747.52422145329;10.0;2;3;2;5
263363;35000;50747.52422145329;4.0;2;3;2;3
263372;50000;36816.0;8.0;2;4;3;5
263379;100000;56807.66044313015;10.0;3;2;3;5
263416;40000;50747.52422145329;4.0;2;2;1;2
263423;30000;54593.53870325169;2.0;3;3;1;2
263425;50000;45267.900028727374;6.0;3;3;3;4
263451;40000;52330.83681581464;4.0;3;3;2;3
263454;50000;66429.98027613411;4.0;2;3;2;3
263455;60000;47830.08866017732;8.0;3;3;3;5
263475;50000;57294.47244094488;6.0;3;3;2;4
263489;46299;58287.26881377552;4.0;3;4;3;4
263493;50000;28425.398860072793;10.0;2;3;3;5
263505;50000;62440.38729346231;4.0;3;3;2;3
263518;40000;66883.42785129177;4.0;2;3;1;2
263525;48527;62009.154993018325;4.0;3;3;3;3
263565;26442;36280.692266089776;4.0;2;3;3;3
263576;40000;48321.79930795848;4.0;2;2;2;2
263579;70000;36280.692266089776;10.0;3;5;3;5
263583;30000;34082.84023668639;6.0;3;3;2;4
263589;26442;36280.692266089776;4.0;3;4;3;4
263630;17476;26963.265306122452;4.0;1;1;1;1
263644;120000;74194.51530612246;10.0;3;3;3;5
263646;120000;72177.91813035273;10.0;2;4;3;5
263650;80000;75290.2325344594;6.0;3;4;3;4
263651;80000;65341.52684256055;8.0;2;2;2;4
263676;200000;76263.48544429203;10.0;3;3;3;5
263685;21961;32982.58645613255;4.0;3;2;1;2
263693;65000;62142.85714285716;6.0;2;1;1;2
263709;130000;57294.47244094488;10.0;2;3;1;4
263732;40000;57294.47244094488;4.0;3;3;2;3
263747;20000;33866.305705955856;4.0;2;3;1;2
263756;30000;42837.77777777778;4.0;3;5;2;4
263761;13052;19740.405977977156;4.0;1;1;1;1
263766;45000;39677.49370992615;6.0;2;3;3;4
263784;31757;39677.49370992615;4.0;3;3;3;3
263795;41841;59109.09549004788;4.0;2;3;3;3
263797;13052;19740.405977977156;4.0;1;1;1;1
263827;47500;69930.55555555556;4.0;2;3;3;3
263835;31993;42576.54700661428;4.0;2;4;3;3
263840;18000;21592.537893074863;4.0;1;1;1;1
263863;14518;21592.537893074863;4.0;1;1;1;1
263897;50000;100000.0;2.0;2;4;3;3
263902;50000;41728.15853658537;8.0;2;4;3;5
263922;90000;62134.87883940907;8.0;2;2;3;4
263956;40000;44555.463359245354;6.0;1;3;2;3
263977;43229;60095.651364494115;4.0;2;2;3;3
263979;36974;44555.463359245354;4.0;3;3;2;3
264035;45000;44103.52;6.0;3;3;3;4
264041;30000;36009.6;4.0;3;5;1;3
264057;45000;33527.387935942184;8.0;3;3;1;4
264083;25000;15488.555628124856;10.0;1;1;1;3
264099;39087;51890.41944114151;4.0;2;4;3;3
264109;40000;44556.21301775148;6.0;3;3;2;4
264114;15489;15488.555628124856;6.0;1;1;1;1
264160;25000;30079.20447074293;4.0;2;3;2;3
264173;30000;34380.606764407035;6.0;2;3;2;3
264184;38733;51644.444444444445;4.0;3;4;3;4
264218;32000;42421.84267110228;4.0;3;4;2;3
264236;35000;34380.606764407035;6.0;2;2;1;3
264239;130000;50113.53550295858;10.0;2;4;3;5
264240;10097;16124.967160818163;4.0;1;1;1;1
264264;12191;18673.268484144304;4.0;1;1;1;1
264270;17000;18673.268484144304;6.0;1;1;1;2
264278;30494;38479.69140625;4.0;2;3;3;3
264387;70000;37177.02422145329;10.0;2;4;3;5
264391;130000;45948.31665765279;10.0;3;3;3;5
264416;60000;48612.92379636519;8.0;3;1;2;4
264418;29812;37177.02422145329;4.0;3;3;2;3
264426;60000;39975.06246281975;10.0;2;3;2;5
264432;34206;48612.92379636519;4.0;2;3;2;3
264434;32000;45948.31665765279;4.0;2;3;3;3
264476;40000;48989.69084423305;4.0;2;3;3;3
264506;20000;32571.42857142857;4.0;3;4;3;4
264554;160000;67176.6250590851;10.0;2;4;3;5
264560;14861;22178.389428119215;4.0;1;1;1;1
264590;25000;22178.389428119215;6.0;1;1;1;2
264596;40000;66128.15591836734;4.0;2;4;2;3
264597;30000;47647.97354862266;4.0;3;1;2;2
264598;40978;58343.21189413265;4.0;2;4;3;3
264640;35000;22178.389428119215;10.0;1;1;1;3
264656;44711;63186.25776927806;4.0;3;3;3;3
264721;50000;63186.25776927806;4.0;2;4;3;3
264728;60367;86123.10444444446;4.0;3;1;3;3
264734;80000;44531.89300411522;10.0;2;2;3;5
264786;20000;17158.952477284125;8.0;1;1;1;3
264812;23863;33474.51548229004;4.0;2;3;3;3
264816;11053;17158.952477284125;4.0;1;1;1;1
264826;30000;44282.330279050395;4.0;2;4;3;3
264849;25000;39542.35664683452;4.0;2;2;1;2
264882;65000;52232.828595041334;8.0;3;1;3;4
264883;100000;46679.188712522046;10.0;3;3;3;5
264894;40000;40042.152767319414;6.0;2;3;1;3
264926;30000;41059.24008599838;4.0;3;1;1;2
264931;30000;20704.965096890544;8.0;3;5;1;5
264944;80000;47710.0;10.0;3;5;3;5
264996;10378;16405.274202271496;4.0;3;1;1;2
265002;37000;36066.666666666664;6.0;3;5;3;5
265025;35000;36675.800842221644;6.0;3;5;2;4
265063;35000;17357.721377786118;10.0;2;3;2;5
265076;20000;27221.76649305555;4.0;2;3;2;3
265102;120000;41133.17479191439;10.0;3;5;3;5
265104;25000;32159.575811134953;4.0;3;3;3;3
265115;35000;33992.80151228733;6.0;2;1;2;3
265141;30000;32923.67768595041;6.0;2;3;3;4
265170;32202;40252.97619047619;4.0;2;3;3;3
265190;25000;29623.01496598639;4.0;2;3;2;3
265209;40000;48523.83604366228;4.0;3;3;2;3
265259;45000;34663.5256888889;8.0;3;1;2;4
265262;30000;19439.779774927363;10.0;1;1;1;3
265263;25000;28874.409972299163;6.0;3;4;2;4
265307;50000;38656.97830338629;8.0;2;3;2;4
265310;25000;35036.60373333333;4.0;3;3;2;3
265319;25000;34663.5256888889;4.0;2;3;3;3
265339;100000;38656.97830338629;10.0;3;4;2;5
265348;20000;17839.94490358127;6.0;1;1;1;2
265361;25000;38647.76710867246;4.0;3;1;1;2
265364;35000;38647.76710867246;6.0;1;1;1;2
265389;16399;25143.24737155326;4.0;3;5;3;4
265427;50000;46846.60037624294;6.0;3;5;3;5
265435;11818;17839.94490358127;4.0;2;4;1;3
265444;20000;42783.66030636926;2.0;3;3;2;2
265468;35000;34942.268907563026;6.0;3;2;3;4
265469;45000;46304.98145956608;6.0;2;3;3;4
265481;35000;21421.818240288136;10.0;3;5;1;5
265482;35000;44126.92408186965;4.0;3;2;2;3
265485;32995;43022.84726353361;4.0;2;1;2;2
265507;25000;21421.818240288136;8.0;1;1;1;3
265514;55000;44133.78099173554;8.0;3;5;1;5
265518;40000;36811.97285899654;6.0;3;3;1;3
265525;80000;46304.98145956608;10.0;3;5;3;5
265534;28000;38856.98347107438;4.0;2;3;1;2
265538;36160;49194.26041103299;4.0;1;3;1;2
265541;24900;30311.333333333332;4.0;2;3;1;2
265544;60000;49194.26041103299;8.0;2;3;3;4
265560;12902;19339.907955292576;4.0;1;1;1;1
265570;30539;38915.04451486343;4.0;3;4;3;4
265579;35000;31996.628511966705;6.0;3;3;3;4
265598;55000;29671.493751239832;10.0;2;3;3;5
265607;50000;38915.04451486343;8.0;3;3;3;5
265608;34016;40728.37829599147;4.0;3;5;1;3
265616;140000;38915.04451486343;10.0;2;3;3;5
265630;26456;36960.42387543252;4.0;3;5;3;4
265634;30000;40728.37829599147;4.0;3;5;3;4
265654;30000;40946.28099173553;4.0;3;3;2;3
265680;33329;42976.80055401663;4.0;2;4;3;3
265714;100000;43793.40183883181;10.0;3;3;3;5
265740;100000;43793.40183883181;10.0;2;2;3;5
265748;44032;57762.747138397506;4.0;2;3;3;3
265764;45000;41070.72726145453;6.0;2;3;3;4
265767;49000;41271.245230662505;8.0;3;3;2;4
265804;36762;47265.30612244898;4.0;3;2;3;3
265818;42827;63771.36651805926;4.0;2;3;1;2
265821;60000;56807.66044313015;6.0;3;3;3;4
265833;140000;56807.66044313015;10.0;2;4;3;5
265847;34147;48260.62222222222;4.0;2;3;3;3
265882;45299;59529.82966501137;4.0;2;1;1;2
265889;30000;50605.34636543289;4.0;2;3;1;2
265909;55672;80588.7831946096;4.0;3;3;3;3
265934;70000;57294.47244094488;8.0;2;3;3;4
265936;55672;80588.7831946096;4.0;3;3;3;3
265947;80000;42386.36363636364;10.0;3;5;1;5
265953;60000;60228.93074081988;6.0;2;3;3;4
265968;40433;52330.83681581464;4.0;3;4;3;4
265975;50000;67007.1135067638;4.0;2;3;3;3
265987;40000;65065.625;4.0;3;3;1;3
265992;57625;77394.04075355633;4.0;3;3;2;3
266045;30885;39998.92502015587;4.0;2;3;3;3
266051;25000;27399.69135802469;6.0;1;1;1;2
266054;60000;27399.69135802469;10.0;3;5;1;5
266062;30885;39998.92502015587;4.0;3;5;1;3
266085;50000;60725.623582766435;4.0;3;5;1;3
266120;50000;55799.90965013456;6.0;2;3;3;4
266134;53547;76263.48544429203;4.0;2;4;3;3
266141;64029;94328.60848725063;4.0;2;1;2;2
266155;50000;59391.197291474295;4.0;3;3;2;3
266172;100000;91379.5918367347;6.0;2;3;3;4
266181;64029;94328.60848725063;4.0;2;1;3;2
266185;60000;54654.26880811495;6.0;2;3;3;4
266193;50000;54654.26880811495;6.0;3;5;3;5
266196;70000;75290.2325344594;6.0;3;3;2;4
266233;30000;33866.305705955856;6.0;3;3;2;4
266234;31757;39677.49370992615;4.0;3;3;3;3
266235;50000;39677.49370992615;8.0;3;4;3;5
266246;40000;42576.54700661428;6.0;2;2;3;3
266252;50000;39329.318999999996;8.0;2;3;1;4
266271;30000;39329.318999999996;4.0;2;3;3;3
